Time [s],Altitude [km],Lat [deg],Lon [deg],Velocity [km/s],Downrange [km],Mass [kg],Temp [K],Datetime,d_m [kg],ObjectID,ObjectName,Part,Material,ReferenceArea [m^2],scenario,reentry_vehicle
129.096,43.987,0.975,2.657,0.32,315.043,50.0,426.228,2023-07-09 21:02:09.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
130.096,43.715,0.975,2.658,0.32,315.211,50.0,424.547,2023-07-09 21:02:10.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
131.096,43.442,0.976,2.66,0.319,315.375,50.0,422.892,2023-07-09 21:02:11.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
132.096,43.167,0.976,2.661,0.318,315.534,50.0,421.265,2023-07-09 21:02:12.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
133.096,42.89,0.977,2.662,0.317,315.688,50.0,419.662,2023-07-09 21:02:13.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
134.096,42.612,0.977,2.664,0.315,315.837,50.0,418.085,2023-07-09 21:02:14.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
135.096,42.333,0.978,2.665,0.313,315.981,50.0,416.531,2023-07-09 21:02:15.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
136.096,42.054,0.978,2.666,0.312,316.121,50.0,415.001,2023-07-09 21:02:16.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
137.096,41.775,0.979,2.667,0.309,316.256,50.0,413.493,2023-07-09 21:02:17.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
138.096,41.495,0.979,2.668,0.307,316.386,50.0,412.007,2023-07-09 21:02:18.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
139.096,41.217,0.98,2.669,0.305,316.511,50.0,410.543,2023-07-09 21:02:19.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
140.096,40.939,0.98,2.67,0.302,316.632,50.0,409.099,2023-07-09 21:02:20.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
141.096,40.661,0.98,2.671,0.299,316.747,50.0,407.674,2023-07-09 21:02:21.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
142.096,40.386,0.981,2.672,0.296,316.858,50.0,406.27,2023-07-09 21:02:22.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
143.096,40.112,0.981,2.673,0.293,316.965,50.0,404.884,2023-07-09 21:02:23.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
144.096,39.839,0.982,2.674,0.289,317.067,50.0,403.516,2023-07-09 21:02:24.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
145.096,39.569,0.982,2.675,0.286,317.164,50.0,402.166,2023-07-09 21:02:25.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
146.096,39.301,0.982,2.676,0.282,317.257,50.0,400.834,2023-07-09 21:02:26.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
147.096,39.035,0.982,2.676,0.278,317.346,50.0,399.518,2023-07-09 21:02:27.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
148.096,38.773,0.983,2.677,0.274,317.43,50.0,398.219,2023-07-09 21:02:28.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
149.096,38.512,0.983,2.678,0.27,317.51,50.0,396.936,2023-07-09 21:02:29.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
150.096,38.255,0.983,2.678,0.266,317.586,50.0,395.669,2023-07-09 21:02:30.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
151.096,38.002,0.983,2.679,0.262,317.658,50.0,394.417,2023-07-09 21:02:31.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
152.096,37.751,0.984,2.679,0.258,317.727,50.0,393.179,2023-07-09 21:02:32.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
153.096,37.504,0.984,2.68,0.254,317.792,50.0,391.957,2023-07-09 21:02:33.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
154.096,37.26,0.984,2.68,0.249,317.853,50.0,390.749,2023-07-09 21:02:34.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
155.096,37.019,0.984,2.681,0.245,317.91,50.0,389.555,2023-07-09 21:02:35.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
156.096,36.783,0.985,2.681,0.241,317.965,50.0,388.374,2023-07-09 21:02:36.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
157.096,36.549,0.985,2.682,0.237,318.016,50.0,387.207,2023-07-09 21:02:37.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
158.096,36.32,0.985,2.682,0.232,318.064,50.0,386.054,2023-07-09 21:02:38.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
159.096,36.094,0.985,2.683,0.228,318.109,50.0,384.913,2023-07-09 21:02:39.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
160.096,35.872,0.985,2.683,0.224,318.151,50.0,383.785,2023-07-09 21:02:40.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
161.096,35.653,0.985,2.683,0.22,318.19,50.0,382.669,2023-07-09 21:02:41.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
162.096,35.438,0.985,2.684,0.216,318.227,50.0,381.566,2023-07-09 21:02:42.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
163.096,35.227,0.986,2.684,0.212,318.262,50.0,380.474,2023-07-09 21:02:43.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
164.096,35.019,0.986,2.684,0.208,318.294,50.0,379.395,2023-07-09 21:02:44.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
165.096,34.814,0.986,2.684,0.205,318.323,50.0,378.327,2023-07-09 21:02:45.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
166.096,34.613,0.986,2.685,0.201,318.351,50.0,377.27,2023-07-09 21:02:46.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
167.096,34.416,0.986,2.685,0.197,318.377,50.0,376.225,2023-07-09 21:02:47.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
168.096,34.221,0.986,2.685,0.194,318.401,50.0,375.191,2023-07-09 21:02:48.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
169.096,34.031,0.986,2.685,0.191,318.423,50.0,374.168,2023-07-09 21:02:49.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
170.096,33.843,0.986,2.685,0.187,318.443,50.0,373.155,2023-07-09 21:02:50.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
171.096,33.658,0.986,2.686,0.184,318.462,50.0,372.153,2023-07-09 21:02:51.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
172.096,33.477,0.986,2.686,0.181,318.479,50.0,371.161,2023-07-09 21:02:52.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
173.096,33.298,0.986,2.686,0.178,318.495,50.0,370.18,2023-07-09 21:02:53.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
174.096,33.122,0.986,2.686,0.175,318.509,50.0,369.208,2023-07-09 21:02:54.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
175.096,32.95,0.987,2.686,0.172,318.522,50.0,368.246,2023-07-09 21:02:55.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
176.096,32.78,0.987,2.686,0.169,318.534,50.0,367.294,2023-07-09 21:02:56.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
177.096,32.612,0.987,2.686,0.166,318.545,50.0,366.352,2023-07-09 21:02:57.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
178.096,32.448,0.987,2.686,0.164,318.555,50.0,365.419,2023-07-09 21:02:58.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
179.096,32.286,0.987,2.686,0.161,318.564,50.0,364.495,2023-07-09 21:02:59.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
180.096,32.126,0.987,2.686,0.159,318.572,50.0,363.581,2023-07-09 21:03:00.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
181.096,31.969,0.987,2.686,0.156,318.579,50.0,362.676,2023-07-09 21:03:01.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
182.096,31.814,0.987,2.686,0.154,318.586,50.0,361.781,2023-07-09 21:03:02.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
183.096,31.661,0.987,2.687,0.152,318.592,50.0,360.895,2023-07-09 21:03:03.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
184.096,31.511,0.987,2.687,0.149,318.597,50.0,360.019,2023-07-09 21:03:04.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
185.096,31.363,0.987,2.687,0.147,318.601,50.0,359.152,2023-07-09 21:03:05.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
186.096,31.216,0.987,2.687,0.145,318.605,50.0,358.294,2023-07-09 21:03:06.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
187.096,31.072,0.987,2.687,0.143,318.608,50.0,357.445,2023-07-09 21:03:07.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
188.096,30.93,0.987,2.687,0.141,318.611,50.0,356.604,2023-07-09 21:03:08.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
189.096,30.789,0.987,2.687,0.14,318.614,50.0,355.772,2023-07-09 21:03:09.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
190.096,30.651,0.987,2.687,0.138,318.616,50.0,354.949,2023-07-09 21:03:10.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
191.096,30.514,0.987,2.687,0.136,318.618,50.0,354.134,2023-07-09 21:03:11.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
192.096,30.379,0.987,2.687,0.134,318.619,50.0,353.327,2023-07-09 21:03:12.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
193.096,30.245,0.987,2.687,0.133,318.621,50.0,352.528,2023-07-09 21:03:13.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
194.096,30.113,0.987,2.687,0.131,318.622,50.0,351.737,2023-07-09 21:03:14.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
195.096,29.983,0.987,2.687,0.13,318.624,50.0,350.954,2023-07-09 21:03:15.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
196.096,29.854,0.987,2.687,0.128,318.625,50.0,350.178,2023-07-09 21:03:16.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
197.096,29.727,0.987,2.687,0.127,318.627,50.0,349.41,2023-07-09 21:03:17.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
198.096,29.601,0.987,2.687,0.125,318.628,50.0,348.65,2023-07-09 21:03:18.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
199.096,29.477,0.987,2.687,0.124,318.63,50.0,347.896,2023-07-09 21:03:19.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
200.096,29.353,0.987,2.687,0.122,318.632,50.0,347.151,2023-07-09 21:03:20.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
201.096,29.232,0.987,2.687,0.121,318.634,50.0,346.412,2023-07-09 21:03:21.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
202.096,29.111,0.987,2.687,0.12,318.636,50.0,345.68,2023-07-09 21:03:22.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
203.096,28.992,0.987,2.687,0.119,318.638,50.0,344.955,2023-07-09 21:03:23.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
204.096,28.874,0.987,2.687,0.117,318.64,50.0,344.237,2023-07-09 21:03:24.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
205.096,28.757,0.987,2.687,0.116,318.643,50.0,343.525,2023-07-09 21:03:25.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
206.096,28.642,0.987,2.687,0.115,318.645,50.0,342.82,2023-07-09 21:03:26.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
207.096,28.527,0.987,2.686,0.114,318.648,50.0,342.122,2023-07-09 21:03:27.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
208.096,28.414,0.987,2.686,0.113,318.65,50.0,341.43,2023-07-09 21:03:28.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
209.096,28.302,0.987,2.686,0.112,318.653,50.0,340.744,2023-07-09 21:03:29.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
210.096,28.191,0.987,2.686,0.111,318.656,50.0,340.064,2023-07-09 21:03:30.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
211.096,28.081,0.987,2.686,0.11,318.659,50.0,339.391,2023-07-09 21:03:31.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
212.096,27.972,0.987,2.686,0.108,318.662,50.0,338.723,2023-07-09 21:03:32.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
213.096,27.864,0.987,2.686,0.107,318.665,50.0,338.062,2023-07-09 21:03:33.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
214.096,27.757,0.987,2.686,0.106,318.668,50.0,337.406,2023-07-09 21:03:34.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
215.096,27.651,0.987,2.686,0.106,318.671,50.0,336.756,2023-07-09 21:03:35.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
216.096,27.546,0.987,2.686,0.105,318.674,50.0,336.112,2023-07-09 21:03:36.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
217.096,27.442,0.987,2.686,0.104,318.677,50.0,335.474,2023-07-09 21:03:37.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
218.096,27.339,0.987,2.686,0.103,318.68,50.0,334.841,2023-07-09 21:03:38.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
219.096,27.237,0.987,2.686,0.102,318.683,50.0,334.213,2023-07-09 21:03:39.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
220.096,27.135,0.987,2.686,0.101,318.686,50.0,333.591,2023-07-09 21:03:40.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
221.096,27.035,0.987,2.686,0.1,318.689,50.0,332.974,2023-07-09 21:03:41.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
222.096,26.935,0.987,2.686,0.099,318.693,50.0,332.362,2023-07-09 21:03:42.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
223.096,26.836,0.987,2.686,0.098,318.696,50.0,331.756,2023-07-09 21:03:43.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
224.096,26.738,0.987,2.686,0.098,318.699,50.0,331.154,2023-07-09 21:03:44.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
225.096,26.641,0.987,2.686,0.097,318.702,50.0,330.558,2023-07-09 21:03:45.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
226.096,26.545,0.987,2.686,0.096,318.706,50.0,329.966,2023-07-09 21:03:46.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
227.096,26.449,0.987,2.686,0.095,318.709,50.0,329.38,2023-07-09 21:03:47.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
228.096,26.355,0.987,2.686,0.095,318.712,50.0,328.798,2023-07-09 21:03:48.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
229.096,26.26,0.987,2.686,0.094,318.715,50.0,328.221,2023-07-09 21:03:49.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
230.096,26.167,0.987,2.686,0.093,318.719,50.0,327.648,2023-07-09 21:03:50.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
231.096,26.075,0.987,2.686,0.092,318.722,50.0,327.08,2023-07-09 21:03:51.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
232.096,25.983,0.987,2.686,0.092,318.725,50.0,326.517,2023-07-09 21:03:52.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
233.096,25.891,0.987,2.686,0.091,318.729,50.0,325.958,2023-07-09 21:03:53.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
234.096,25.801,0.987,2.686,0.09,318.732,50.0,325.404,2023-07-09 21:03:54.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
235.096,25.711,0.987,2.686,0.09,318.735,50.0,324.854,2023-07-09 21:03:55.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
236.096,25.622,0.987,2.686,0.089,318.738,50.0,324.309,2023-07-09 21:03:56.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
237.096,25.534,0.987,2.686,0.088,318.742,50.0,323.767,2023-07-09 21:03:57.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
238.096,25.446,0.987,2.686,0.088,318.745,50.0,323.23,2023-07-09 21:03:58.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
