Time [s],Altitude [km],Lat [deg],Lon [deg],Velocity [km/s],Downrange [km],Mass [kg],Temp [K],Datetime,d_m [kg],ObjectID,ObjectName,Part,Material,ReferenceArea [m^2],scenario,reentry_vehicle
560.096,10.735,0.987,2.657,0.03,321.929,50.0,247.433,2023-07-09 21:09:20.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
561.096,10.707,0.987,2.657,0.03,321.943,50.0,247.339,2023-07-09 21:09:21.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
562.096,10.68,0.987,2.657,0.03,321.956,50.0,247.247,2023-07-09 21:09:22.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
563.096,10.653,0.987,2.657,0.03,321.969,50.0,247.155,2023-07-09 21:09:23.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
564.096,10.626,0.987,2.657,0.03,321.983,50.0,247.064,2023-07-09 21:09:24.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
565.096,10.599,0.987,2.656,0.03,321.996,50.0,246.974,2023-07-09 21:09:25.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
566.096,10.572,0.987,2.656,0.03,322.009,50.0,246.885,2023-07-09 21:09:26.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
567.096,10.544,0.987,2.656,0.03,322.022,50.0,246.796,2023-07-09 21:09:27.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
568.096,10.518,0.987,2.656,0.03,322.036,50.0,246.709,2023-07-09 21:09:28.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
569.096,10.491,0.987,2.656,0.03,322.049,50.0,246.622,2023-07-09 21:09:29.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
570.096,10.464,0.987,2.656,0.03,322.062,50.0,246.536,2023-07-09 21:09:30.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
571.096,10.437,0.987,2.656,0.03,322.075,50.0,246.451,2023-07-09 21:09:31.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
572.096,10.41,0.987,2.656,0.03,322.088,50.0,246.366,2023-07-09 21:09:32.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
573.096,10.383,0.987,2.655,0.03,322.102,50.0,246.283,2023-07-09 21:09:33.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
574.096,10.357,0.987,2.655,0.03,322.115,50.0,246.2,2023-07-09 21:09:34.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
575.096,10.33,0.987,2.655,0.03,322.128,50.0,246.118,2023-07-09 21:09:35.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
576.096,10.303,0.987,2.655,0.03,322.141,50.0,246.037,2023-07-09 21:09:36.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
577.096,10.277,0.987,2.655,0.03,322.154,50.0,245.956,2023-07-09 21:09:37.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
578.096,10.25,0.987,2.655,0.03,322.167,50.0,245.876,2023-07-09 21:09:38.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
579.096,10.224,0.987,2.655,0.03,322.18,50.0,245.798,2023-07-09 21:09:39.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
580.096,10.197,0.987,2.655,0.029,322.193,50.0,245.72,2023-07-09 21:09:40.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
581.096,10.171,0.987,2.655,0.029,322.206,50.0,245.642,2023-07-09 21:09:41.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
582.096,10.144,0.987,2.654,0.029,322.219,50.0,245.566,2023-07-09 21:09:42.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
583.096,10.118,0.987,2.654,0.029,322.232,50.0,245.49,2023-07-09 21:09:43.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
584.096,10.092,0.987,2.654,0.029,322.245,50.0,245.415,2023-07-09 21:09:44.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
585.096,10.065,0.987,2.654,0.029,322.257,50.0,245.341,2023-07-09 21:09:45.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
586.096,10.039,0.987,2.654,0.029,322.27,50.0,245.267,2023-07-09 21:09:46.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
587.096,10.013,0.987,2.654,0.029,322.283,50.0,245.194,2023-07-09 21:09:47.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
588.096,9.987,0.987,2.654,0.029,322.296,50.0,245.122,2023-07-09 21:09:48.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
589.096,9.961,0.987,2.654,0.029,322.309,50.0,245.051,2023-07-09 21:09:49.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
590.096,9.935,0.987,2.653,0.029,322.321,50.0,244.981,2023-07-09 21:09:50.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
591.096,9.909,0.987,2.653,0.029,322.334,50.0,244.911,2023-07-09 21:09:51.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
592.096,9.883,0.987,2.653,0.029,322.347,50.0,244.842,2023-07-09 21:09:52.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
593.096,9.857,0.987,2.653,0.029,322.359,50.0,244.774,2023-07-09 21:09:53.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
594.096,9.831,0.987,2.653,0.029,322.372,50.0,244.706,2023-07-09 21:09:54.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
595.096,9.805,0.987,2.653,0.029,322.385,50.0,244.64,2023-07-09 21:09:55.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
596.096,9.779,0.987,2.653,0.029,322.397,50.0,244.574,2023-07-09 21:09:56.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
597.096,9.754,0.987,2.653,0.029,322.41,50.0,244.508,2023-07-09 21:09:57.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
598.096,9.728,0.987,2.653,0.029,322.422,50.0,244.444,2023-07-09 21:09:58.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
599.096,9.702,0.987,2.652,0.029,322.435,50.0,244.38,2023-07-09 21:09:59.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
600.096,9.677,0.987,2.652,0.028,322.447,50.0,244.317,2023-07-09 21:10:00.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
601.096,9.651,0.987,2.652,0.028,322.46,50.0,244.254,2023-07-09 21:10:01.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
602.096,9.626,0.987,2.652,0.028,322.472,50.0,244.193,2023-07-09 21:10:02.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
603.096,9.6,0.987,2.652,0.028,322.484,50.0,244.132,2023-07-09 21:10:03.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
604.096,9.575,0.987,2.652,0.028,322.497,50.0,244.071,2023-07-09 21:10:04.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
605.096,9.549,0.987,2.652,0.028,322.509,50.0,244.012,2023-07-09 21:10:05.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
606.096,9.524,0.987,2.652,0.028,322.521,50.0,243.953,2023-07-09 21:10:06.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
607.096,9.498,0.987,2.652,0.028,322.534,50.0,243.895,2023-07-09 21:10:07.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
608.096,9.473,0.987,2.651,0.028,322.546,50.0,243.838,2023-07-09 21:10:08.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
609.096,9.448,0.987,2.651,0.028,322.558,50.0,243.781,2023-07-09 21:10:09.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
610.096,9.423,0.987,2.651,0.028,322.57,50.0,243.725,2023-07-09 21:10:10.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
611.096,9.397,0.987,2.651,0.028,322.583,50.0,243.67,2023-07-09 21:10:11.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
612.096,9.372,0.987,2.651,0.028,322.595,50.0,243.615,2023-07-09 21:10:12.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
613.096,9.347,0.987,2.651,0.028,322.607,50.0,243.561,2023-07-09 21:10:13.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
614.096,9.322,0.987,2.651,0.028,322.619,50.0,243.508,2023-07-09 21:10:14.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
615.096,9.297,0.987,2.651,0.028,322.631,50.0,243.455,2023-07-09 21:10:15.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
616.096,9.272,0.987,2.651,0.028,322.643,50.0,243.403,2023-07-09 21:10:16.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
617.096,9.247,0.987,2.65,0.028,322.655,50.0,243.352,2023-07-09 21:10:17.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
618.096,9.222,0.987,2.65,0.028,322.667,50.0,243.302,2023-07-09 21:10:18.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
619.096,9.197,0.987,2.65,0.028,322.679,50.0,243.252,2023-07-09 21:10:19.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
620.096,9.172,0.987,2.65,0.028,322.691,50.0,243.203,2023-07-09 21:10:20.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
621.096,9.147,0.987,2.65,0.027,322.702,50.0,243.154,2023-07-09 21:10:21.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
622.096,9.123,0.987,2.65,0.027,322.714,50.0,243.106,2023-07-09 21:10:22.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
623.096,9.098,0.987,2.65,0.027,322.726,50.0,243.059,2023-07-09 21:10:23.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
624.096,9.073,0.987,2.65,0.027,322.738,50.0,243.013,2023-07-09 21:10:24.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
625.096,9.048,0.987,2.65,0.027,322.749,50.0,242.967,2023-07-09 21:10:25.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
626.096,9.024,0.987,2.65,0.027,322.761,50.0,242.922,2023-07-09 21:10:26.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
627.096,8.999,0.987,2.649,0.027,322.773,50.0,242.877,2023-07-09 21:10:27.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
628.096,8.975,0.987,2.649,0.027,322.784,50.0,242.833,2023-07-09 21:10:28.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
629.096,8.95,0.987,2.649,0.027,322.796,50.0,242.79,2023-07-09 21:10:29.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
630.096,8.926,0.987,2.649,0.027,322.808,50.0,242.748,2023-07-09 21:10:30.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
631.096,8.901,0.987,2.649,0.027,322.819,50.0,242.706,2023-07-09 21:10:31.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
632.096,8.877,0.987,2.649,0.027,322.831,50.0,242.665,2023-07-09 21:10:32.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
633.096,8.852,0.987,2.649,0.027,322.842,50.0,242.624,2023-07-09 21:10:33.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
634.096,8.828,0.987,2.649,0.027,322.853,50.0,242.584,2023-07-09 21:10:34.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
635.096,8.804,0.987,2.649,0.027,322.865,50.0,242.545,2023-07-09 21:10:35.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
636.096,8.779,0.987,2.649,0.027,322.876,50.0,242.506,2023-07-09 21:10:36.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
637.096,8.755,0.987,2.648,0.027,322.888,50.0,242.468,2023-07-09 21:10:37.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
638.096,8.731,0.987,2.648,0.027,322.899,50.0,242.431,2023-07-09 21:10:38.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
639.096,8.707,0.987,2.648,0.027,322.91,50.0,242.394,2023-07-09 21:10:39.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
640.096,8.682,0.987,2.648,0.027,322.921,50.0,242.358,2023-07-09 21:10:40.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
641.096,8.658,0.987,2.648,0.027,322.933,50.0,242.322,2023-07-09 21:10:41.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
642.096,8.634,0.987,2.648,0.027,322.944,50.0,242.288,2023-07-09 21:10:42.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
643.096,8.61,0.987,2.648,0.026,322.955,50.0,242.253,2023-07-09 21:10:43.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
644.096,8.586,0.987,2.648,0.026,322.966,50.0,242.22,2023-07-09 21:10:44.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
645.096,8.562,0.987,2.648,0.026,322.977,50.0,242.187,2023-07-09 21:10:45.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
646.096,8.538,0.987,2.647,0.026,322.988,50.0,242.154,2023-07-09 21:10:46.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
647.096,8.514,0.987,2.647,0.026,322.999,50.0,242.123,2023-07-09 21:10:47.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
648.096,8.491,0.987,2.647,0.026,323.01,50.0,242.092,2023-07-09 21:10:48.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
649.096,8.467,0.987,2.647,0.026,323.021,50.0,242.061,2023-07-09 21:10:49.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
650.096,8.443,0.987,2.647,0.026,323.032,50.0,242.031,2023-07-09 21:10:50.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
651.096,8.419,0.987,2.647,0.026,323.043,50.0,242.002,2023-07-09 21:10:51.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
652.096,8.395,0.987,2.647,0.026,323.054,50.0,241.973,2023-07-09 21:10:52.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
653.096,8.372,0.987,2.647,0.026,323.064,50.0,241.945,2023-07-09 21:10:53.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
654.096,8.348,0.987,2.647,0.026,323.075,50.0,241.918,2023-07-09 21:10:54.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
655.096,8.324,0.987,2.647,0.026,323.086,50.0,241.891,2023-07-09 21:10:55.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
656.096,8.301,0.987,2.647,0.026,323.096,50.0,241.864,2023-07-09 21:10:56.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
657.096,8.277,0.987,2.646,0.026,323.107,50.0,241.839,2023-07-09 21:10:57.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
658.096,8.254,0.987,2.646,0.026,323.118,50.0,241.814,2023-07-09 21:10:58.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
659.096,8.23,0.987,2.646,0.026,323.128,50.0,241.789,2023-07-09 21:10:59.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
660.096,8.207,0.987,2.646,0.026,323.139,50.0,241.765,2023-07-09 21:11:00.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
661.096,8.183,0.987,2.646,0.026,323.149,50.0,241.742,2023-07-09 21:11:01.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
662.096,8.16,0.987,2.646,0.026,323.16,50.0,241.719,2023-07-09 21:11:02.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
663.096,8.136,0.987,2.646,0.026,323.17,50.0,241.697,2023-07-09 21:11:03.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
664.096,8.113,0.987,2.646,0.026,323.181,50.0,241.675,2023-07-09 21:11:04.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
665.096,8.09,0.987,2.646,0.026,323.191,50.0,241.655,2023-07-09 21:11:05.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
666.096,8.067,0.987,2.646,0.025,323.201,50.0,241.634,2023-07-09 21:11:06.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
667.096,8.043,0.987,2.645,0.025,323.212,50.0,241.614,2023-07-09 21:11:07.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
668.096,8.02,0.987,2.645,0.025,323.222,50.0,241.595,2023-07-09 21:11:08.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
669.096,7.997,0.987,2.645,0.025,323.232,50.0,241.576,2023-07-09 21:11:09.096,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
